Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
12-06-2015,28.36931037902832,28.62808607,28.35592601647239,28.59685475435289,147544800
15-06-2015,28.31354331970215,28.384929431838998,28.04361452999784,28.130616300977774,175955600
16-06-2015,28.465238571166992,28.52100902357993,28.19084889840366,28.33808200774466,125976400
17-06-2015,28.39831543,28.527701587513736,28.273388457264044,28.49200938252072,131672400
18-06-2015,28.52770424,28.62362949532071,28.380471113895364,28.382702408783295,141628800
19-06-2015,28.24215316772461,28.514313213184263,28.197537492263223,28.48977408108682,218867600
22-06-2015,28.46747398376465,28.56786013183758,28.34924087986294,28.440703550021485,136157200
23-06-2015,28.338083267211914,28.467471131035477,28.304620653881102,28.438471107204354,121075600
24-06-2015,28.57901382446289,28.956022667693063,28.358163285862766,28.378239833926724,221123600
25-06-2015,28.442935943603516,28.822174408726447,28.442935943603516,28.74632739649364,127752400
26-06-2015,28.27562141418457,28.55224240156402,28.22208225255806,28.48085628540225,176267200
29-06-2015,27.780380249023438,28.213159547462322,27.769227178618095,27.98784642073102,196645600
30-06-2015,27.98115348815918,28.13508049264948,27.85399691548697,28.012384807623985,177482800
01-07-2015,28.24215316772461,28.31800185838367,28.106073144994784,28.30907838289561,120955200
02-07-2015,28.206462860107422,28.262233309165225,28.056996763128446,28.20423156559098,108844000
06-07-2015,28.108312606811523,28.159622180282202,27.851768143416965,27.871846394593984,112241600
07-07-2015,28.039155960083008,28.141773398387514,27.610837549881598,28.083771645613904,187787200
08-07-2015,27.343137741088867,27.804917025746732,27.33644555901804,27.769224820709265,243046400
09-07-2015,26.785436630249023,27.675532700928322,26.595817405444773,27.628685718469345,314380000
10-07-2015,27.501527786254883,27.628684361535427,27.039748465290874,27.202598950394385,245418000
13-07-2015,28.032461166381836,28.05476900706943,27.733530654834784,27.89191854,165762000
14-07-2015,28.021310806274414,28.190853485752687,27.894154222160562,28.117236068113243,127072400
15-07-2015,28.29123878479004,28.364856200215463,28.014617780682237,28.045849102017986,134596800
16-07-2015,28.668245315551758,28.68163308494207,28.40947127265685,28.49647305192128,144889600
17-07-2015,28.915864944458008,28.915864944458008,28.62362829958219,28.795402257211233,184658800
20-07-2015,29.462421417236328,29.663193719656736,29.156796969560496,29.217030021870166,235600800
21-07-2015,29.167945861816406,29.652032967835815,29.072022320033117,29.636419011620063,307025600
22-07-2015,27.934301376342773,27.996764003795565,27.21374646227475,27.21374646227475,461802400
23-07-2015,27.920923233032227,28.351469539872234,27.898613687990725,28.15292684325403,203998000
24-07-2015,27.77368736,28.050308350612383,27.639838607343037,27.956614392080805,168649200
27-07-2015,27.387744903564453,27.575134453153456,27.242743131856795,27.45913099341297,177822000
28-07-2015,27.523834228515625,27.64206902230404,27.338677612162314,27.523834228515625,134472400
29-07-2015,27.43682861328125,27.550600801647835,27.27620945369995,27.47252251628997,148046800
30-07-2015,27.298524856567383,27.343140542930758,27.151290028005434,27.28737008398687,134513200
31-07-2015,27.059823989868164,27.358752795623563,26.972822220910746,27.349829319066504,171540000
03-08-2015,26.42181396484375,27.343141361464745,26.216577376282057,27.10444385811852,279904000
04-08-2015,25.574100494384766,26.256730339924655,25.26401689121604,26.194267700722214,496554400
05-08-2015,25.74363899230957,26.19872605,25.007468402061168,25.19708758379818,397250400
06-08-2015,25.799663543701172,26.10666963037693,25.573332274014806,25.987901363976874,211612000
07-08-2015,25.887060165405273,26.050647781151817,25.658487491973187,25.67641522980246,154681600
10-08-2015,26.828237533569336,26.888741492804172,26.113385024731297,26.113385024731297,219806400
11-08-2015,25.43214988708496,26.48313982,25.39629612761774,26.40022532826007,388331200
12-08-2015,25.824316024780273,25.864652581979026,24.567161986716236,25.217027981725828,404870000
13-08-2015,25.80414581298828,26.084260288357925,25.667449812233247,26.00358718267682,194143200
14-08-2015,25.98566246032715,26.06409418,25.548684511933267,25.618152362784787,171718000
17-08-2015,26.254566192626953,26.36437057079755,25.88257340784908,26.003583047125638,163538800
18-08-2015,26.106666564941406,26.317313177027447,25.99686217998892,26.09098022423391,138242800
19-08-2015,25.77277374267578,26.111150806013878,25.698823109092043,26.01703275037082,193146000
20-08-2015,25.24391746520996,25.62487247693871,25.01534309042622,25.56436850107426,274006400
21-08-2015,23.699928283691406,25.07585058188817,23.67527807072019,24.746435653712144,513102000
24-08-2015,23.108327865600586,24.3811683,20.616428500878023,21.259572048945763,648825200
25-08-2015,23.247255325317383,24.898810551133707,23.193473835713846,24.898810551133707,414406400
26-08-2015,24.580615997314453,24.62543364774711,23.540830778186148,23.997976283587303,387098400
27-08-2015,25.304420471191406,25.37612971,24.65455455578336,25.149798445605093,338464400
28-08-2015,25.38733482,25.391815902863165,24.99517456601919,25.13635164326541,212657600
31-08-2015,25.26856803894043,25.665209398967942,25.098257952693018,25.104980426809615,224917200
01-09-2015,24.13914680480957,25.07136694780219,24.058473694109427,24.68368944719395,307383600
02-09-2015,25.17444610595703,25.17444610595703,24.455112372767545,24.70161446705182,247555200
03-09-2015,24.732990264892578,25.273050126560126,24.65903962729395,25.208063358035563,212935600
04-09-2015,24.486482620239258,24.750910714430084,24.31617427526965,24.41925618186162,199985200
08-09-2015,25.167726516723633,25.223749415539015,24.721784720864484,25.04223577,219374400
09-09-2015,24.683691024780273,25.55092445570875,24.598535119330304,25.492661868455215,340043200
10-09-2015,25.22598648071289,25.385091280879728,24.62766243437784,24.710575216197196,251571200
11-09-2015,25.593496322631836,25.593496322631836,25.044472696084757,25.051195169193704,199662000
14-09-2015,25.84000015258789,26.19406526766862,25.73915962308104,26.124597423327597,233453600
15-09-2015,26.057363510131836,26.11338639408368,25.64055311675551,25.978931814535805,173364800
16-09-2015,26.086502075195312,26.115633365585964,25.869132965490092,26.050646601160878,148694000
17-09-2015,25.52851104736328,26.104426309438182,25.48369341758183,25.918431607130465,256450400
18-09-2015,25.42319107055664,25.61367029631348,25.069127645614433,25.14531797,297141200
21-09-2015,25.817584991455078,25.853440456937932,25.47024414542409,25.472483829754744,200888000
22-09-2015,25.411983489990234,25.586774634919642,25.214781821099262,25.407500701324746,201384800
23-09-2015,25.618152618408203,25.70778960375562,25.38957992997141,25.463528861425985,143026800
24-09-2015,25.77053451538086,25.882580317621645,25.181174211080297,25.37837420753811,200878000
25-09-2015,25.705551147460938,26.149253335326183,25.550927372803073,26.09323042679026,224607600
28-09-2015,25.19685935974121,25.67417383915858,25.19685935974121,25.51282761803632,208436000
29-09-2015,24.439428329467773,25.436636933681488,24.170519104557986,25.28425458365043,293461600
30-09-2015,24.717300415039062,24.995173478183187,24.36547672478694,24.688167417260352,265892000
01-10-2015,24.555959701538086,24.564923571343716,24.04727077558962,24.441672498620512,255716400
02-10-2015,24.735225677490234,24.876404453917548,24.101047864608606,24.204129776630648,232079200
05-10-2015,24.824867248535156,24.95708218,24.441670816553575,24.62318446599663,208258800
06-10-2015,24.943634033203125,25.039993484121485,24.598532783627668,24.791251685464392,192787200
07-10-2015,24.824867248535156,25.046717454485915,24.517862849816233,25.03999498001517,187062400
08-10-2015,24.53803062438965,24.69265437816253,24.24895225,24.69265437816253,247918400
09-10-2015,25.125152587890625,25.161006357395998,24.53579054393031,24.650077746740173,211064400
12-10-2015,25.008621215820312,25.266326887429173,24.972767450292462,25.261845807869374,121868800
13-10-2015,25.05120086669922,25.199100437782125,24.802459046998475,24.833831735097373,132197200
14-10-2015,24.69713592529297,24.990695384826164,24.551476038080967,24.93915527238215,177849600
15-10-2015,25.06688117980957,25.120662673656284,24.759875137638975,24.858475967760334,150694000
16-10-2015,24.883132934570312,25.09826067807755,24.76884573312845,25.04896024962485,156930400
19-10-2015,25.037761688232422,25.04224276912939,24.674732586965632,24.829356378008026,119036800
20-10-2015,25.494909286499023,25.58454629904758,24.833839524610557,24.950366444145015,195871200
21-10-2015,25.492660522460938,25.900507160118128,25.479213864072698,25.546442026964304,167180800
22-10-2015,25.882579803466797,25.882579803466797,25.568851221488128,25.62039304175565,166616400
23-10-2015,26.684825897216797,26.718439976330387,26.068574048972295,26.151486839811653,237467600
26-10-2015,25.833274841308594,26.471935447301785,25.752601742690196,26.460731895077686,265335200
27-10-2015,25.66969108581543,26.115632849791773,25.54419863885654,25.860168586232817,279537600
28-10-2015,26.727405548095703,26.734129732523552,26.008071685812876,26.203032001821295,342205600
29-10-2015,27.00976563,27.045621108750808,26.503318029963026,26.599677505438862,204909200
30-10-2015,26.77894401550293,27.16438180961009,26.76773875254371,27.112839993554005,197461200
02-11-2015,27.155420303344727,27.195756859950347,26.803596557828087,27.070266110369857,128813200
03-11-2015,27.466907501220703,27.67307136407972,27.04785559133018,27.06802472448119,182076000
04-11-2015,27.339170455932617,27.747017028773147,27.254016278195074,27.59239330450581,179544400
05-11-2015,27.21314239501953,27.61148327358103,27.046605283344793,27.422439708246415,158210800
06-11-2015,27.24465560913086,27.413443748226587,27.145634401755885,27.255908838537938,132169200
09-11-2015,27.134376525878906,27.413439053970233,27.017350858292687,27.22214620581893,135485600
10-11-2015,26.27918243408203,26.57174917506117,26.119396564378523,26.30844014,236511600
11-11-2015,26.13064956665039,26.42546558,25.928103495178785,26.18916326,180872000
12-11-2015,26.042877197265625,26.29043271814813,26.02712371094586,26.164404827590033,130102400
13-11-2015,25.282211303710938,26.009126294308526,25.266457813116027,25.925856862877318,183249600
16-11-2015,25.69630241394043,25.70980491355159,24.980640745523743,25.066159438063565,152426800
17-11-2015,25.58603286743164,25.89210217,25.50276343096587,25.862844464193056,110467600
18-11-2015,26.396207809448242,26.441217281405347,25.99336668252736,26.05188036967263,186698800
19-11-2015,26.731536865234375,26.94983644140062,26.276934951724414,26.474979060688888,173183200
20-11-2015,26.848560333251953,26.988090726247066,26.747286446044445,26.82605388031609,137148400
23-11-2015,26.499732971191406,26.94533433204748,26.407461314604493,26.841809448120213,129930000
24-11-2015,26.754039764404297,26.859813920179256,26.35795157371696,26.405212037935286,171212800
25-11-2015,26.562742233276367,26.832804188746852,26.537986511099877,26.82830221180506,85553200
27-11-2015,26.513229370117188,26.648261199127013,26.46596891676416,26.621254489924844,52185600
30-11-2015,26.623510360717773,26.873316886396125,26.49973173375955,26.55374344506798,156721200
01-12-2015,26.40745735168457,26.738282268628147,26.299433940234323,26.724779771447157,139409600
02-12-2015,26.16890525817871,26.58074861079225,26.123895787543884,26.407458543145545,133546400
03-12-2015,25.925857543945312,26.28368929257516,25.70530866982279,26.229677568688263,166278000
04-12-2015,26.787792205810547,26.837303648687627,25.905593621640442,25.94610282790341,231108000
